codice_prodotto,nome_capo,ordine,immagine_url
HEE-056,Messico,8,https://drive.google.com/file/d/1FZTWxDEVb1seQEDSifsloXn2_6cpQnpG/view
HEE-056,Messico,9,https://drive.google.com/file/d/1W4MkPyJbkW8buguOJmlG4TG0Xpfu5lUv/view
HEE-056,Messico,10,https://drive.google.com/file/d/1Rb9cROX11Y0VXUWQ0js3IZlQyF2ThXVF/view
HEE-056,Messico,11,https://drive.google.com/file/d/1uJ3iOPf-5JRCKIEZU6RxRatecEeG1hT3/view
HEE-056,Messico,12,https://drive.google.com/file/d/1mei0924tYxvAq6HRwEWwHYabEU4zwzQl/view
HEE-056,Messico,13,https://drive.google.com/file/d/1sg6wX2pN3kVS3J-uCyFA1GSpa8altAhH/view
HEE-056,Messico,14,https://drive.google.com/file/d/1OburUkg8izbEPhaB1_7CguLLJUA80BLV/view
HEE-056,Messico,15,https://drive.google.com/file/d/1US8sBMkgqf9AGK-ItFmWfJOOqV1xdtWc/view
HEE-056,Messico,16,https://drive.google.com/file/d/1_9g4n1xiDBlCDkmTtVkvHwELe4gTIfmt/view
HEE-056,Messico,17,https://drive.google.com/file/d/1bMR8jsn0MjSUVOdwr2DPusH2FHfdMj8y/view
HEE-056,Messico,18,https://drive.google.com/file/d/12TzP0meYPwKA6Nml0HHGHwHQxiLEZTUc/view
HEE-056,Messico,19,https://drive.google.com/file/d/1aA8SZ4VCnFRpUNMQvkUMl8xXrdeaZqC5/view
HEE-056,Messico,20,https://drive.google.com/file/d/1Suqx2Z2pOMYRF4ukuY2F_cbdS3mLH7jG/view
HEE-056,Messico,21,https://drive.google.com/file/d/1S7M8U78yHZOdiOXTRzmMpVhyeYw88r7j/view
HEE-056,Messico,22,https://drive.google.com/file/d/1g2ffbuALnPXipRauCxV2_z2-XpCA3jmd/view
HEE-056,Messico,23,https://drive.google.com/file/d/1QN4Z5gSGjvbH0SkBacXJSODNMJB4XYfH/view
HEE-056,Messico,24,https://drive.google.com/file/d/16hqLkLy76pwMaQvEFacP8AkI4QRwO9IE/view
HEE-057,Miami,1,https://drive.google.com/file/d/1XRnJbZgLc4e5d6vKZvF_0wacaFb1D1XG/view
HEE-057,Miami,2,https://drive.google.com/file/d/1ugoLtVR4FfOkrErgvcLyWnfQPw2nKDG2/view
HEE-057,Miami,3,https://drive.google.com/file/d/1gnp6sLhMftpKvMfvS7AJ_2xvAAr5N4uZ/view
HEE-057,Miami,4,https://drive.google.com/file/d/1XoijLKPOnO3jddODlFGO97DYsE9bIHE1/view
HEE-057,Miami,5,https://drive.google.com/file/d/1otPu586HSN2yZOPn-eZAy_plVbF--Nxj/view
HEE-057,Miami,6,https://drive.google.com/file/d/1zUjfEq4Hdh1hBYxAiyb-wSJAfEU8k2Sx/view
HEE-057,Miami,7,https://drive.google.com/file/d/1KyvCqHb47u_3dGBNAkiZLOnpYbt_2xN5/view
HEE-057,Miami,8,https://drive.google.com/file/d/1wpcxTuFuUea4CeE_4rUfSVAu_D7k7_tN/view
HEE-057,Miami,9,https://drive.google.com/file/d/1TRf3jo-8BXWxCxE8U5iRe5j8CFLx0fv5/view
HEE-058,Minorca,1,https://drive.google.com/file/d/1dcfHE3Bxuj-7Pol7YwQirHtOk8Y8cJep/view
HEE-058,Minorca,2,https://drive.google.com/file/d/1a1GgtqQfYaz3Q-HfhqTt4zoGdaRm8g1G/view
HEE-058,Minorca,3,https://drive.google.com/file/d/1_0Lf0bodIP5jkGaX23qD-qy0P9mBrwEH/view
HEE-058,Minorca,4,https://drive.google.com/file/d/1nmmXoluBIADmzQY9HWuFLogKiIHNZjRA/view
HEE-058,Minorca,5,https://drive.google.com/file/d/1RcGb_3rqGbnNXJCrITR1U-_7y1VkMrez/view
HEE-058,Minorca,6,https://drive.google.com/file/d/1uyFPSO32lLxcTS2whzfaA4gqVoE0MOwM/view
HEE-058,Minorca,7,https://drive.google.com/file/d/1RIxG2Y9-_mpRePhVam1jYd-R-PywaWzz/view
HEE-058,Minorca,8,https://drive.google.com/file/d/15t0FS6Epeq2TVzIuX0uTP40Hra1Q5Uo5/view
HEE-058,Minorca,9,https://drive.google.com/file/d/1nTWOr8uzHdJKAE9oDUhuu8ICFm1z_cpb/view
HEE-058,Minorca,10,https://drive.google.com/file/d/1G29Ycv91APLyZqtimQ1adrEzWeKdmhhC/view
HEE-058,Minorca,11,https://drive.google.com/file/d/1HSyziph2nBNNq9lvTe8XRb9O4feqcNeZ/view
HEE-058,Minorca,12,https://drive.google.com/file/d/1LaC5MNc4pYY7Qb7nsSuNWBFvOWZAKU8S/view
HEE-063,Nairobi,1,https://drive.google.com/file/d/1ADasfDYwcOM_ULCCji6kF1MwrXF-zkvr/view
HEE-063,Nairobi,2,https://drive.google.com/file/d/10uXTLoiKG1cjRSm7-kPFqTw20wNDwU0e/view
HEE-063,Nairobi,3,https://drive.google.com/file/d/1YyU9YuIC3gS4HCSMb-bcon9PXtFOBtte/view
HEE-066,Nizza,1,https://drive.google.com/file/d/1OTt8iAJBu0URteHvnKtJbSD23YC7EW6H/view
HEE-066,Nizza,2,https://drive.google.com/file/d/1R3XA4gHhv9aaGXi0GkrF7ybZyf1rXHwt/view
HEE-066,Nizza,3,https://drive.google.com/file/d/1mIkxVqJxGgK9TwqoIDw61sGqYAQbOrMn/view
HEE-066,Nizza,4,https://drive.google.com/file/d/1Qqvv2fVVDncbQ2hg8H3ahmE-lmg-aZB5/view
HEE-066,Nizza,5,https://drive.google.com/file/d/1eJQ-WezuR5w1Pa2DKyV_CFCmmVLgjXmG/view
HEE-066,Nizza,6,https://drive.google.com/file/d/1eECen8d3zjaqRssU7rdUK58jXjKuO1Ed/view
HEE-066,Nizza,7,https://drive.google.com/file/d/16ppLsximMMl_4n76lWcvLu640U1KeWpp/view
HEE-066,Nizza,8,https://drive.google.com/file/d/1KVBq_YQdC91E4ffrgIuQL_zTDHNsqhoB/view
HEE-066,Nizza,9,https://drive.google.com/file/d/1KoJnrOd7e5umJ1wasPd1rqBWpvolh1z2/view
HEE-066,Nizza,10,https://drive.google.com/file/d/1VmXFhbeOFZiuIMbpq-Bq8BHyxfS-AIQ7/view
HEE-066,Nizza,11,https://drive.google.com/file/d/1V6iO3Ls1LW6YLeI7Ghg6-JtS1xVZYmlp/view
HEE-066,Nizza,12,https://drive.google.com/file/d/1GnbpCNEPifWcwJjuX4uYi0vNzeMkGf7r/view
HEE-066,Nizza,13,https://drive.google.com/file/d/1Ay087Wr4KQ3_gWwU_E7E21-glxg_rVbs/view
HEE-068,Osaka,1,https://drive.google.com/file/d/1uyFPSO32lLxcTS2whzfaA4gqVoE0MOwM/view
HEE-068,Osaka,2,https://drive.google.com/file/d/1RIxG2Y9-_mpRePhVam1jYd-R-PywaWzz/view
HEE-068,Osaka,3,https://drive.google.com/file/d/1MKHu9py6vYya3n2AMJEE-4xir46mkqq0/view
HEE-068,Osaka,4,https://drive.google.com/file/d/1uZJHMgRbNQ3i1ZNEB4rw2_IQzLdJxf52/view
HEE-068,Osaka,5,https://drive.google.com/file/d/1_N9EnYcBbgqvTl8nkBBkrR4GN9Z-v87c/view
HEE-068,Osaka,6,https://drive.google.com/file/d/1Bsj6BkeHGHwje2xPO17RFRimcaafIKRr/view
HEE-068,Osaka,7,https://drive.google.com/file/d/1Ar5UNydj2thfDOjjixxa7E6oWlvTcQze/view
HEE-068,Osaka,8,https://drive.google.com/file/d/1QyOkNin5SpZVbEl8qGOo0THvcrKn3MCZ/view
HEE-068,Osaka,9,https://drive.google.com/file/d/1FMym1qJonDo0XxFdTwhxtvC3kNiC7d2K/view
HEE-069,Oslo,1,https://drive.google.com/file/d/1ekt5fbXW7jyheE6kjjuURUzzMy3r_YMt/view
HEE-069,Oslo,2,https://drive.google.com/file/d/1jJBDf_2uQnRmO5q_S5Tg_prVFO47H3Zw/view
HEE-069,Oslo,3,https://drive.google.com/file/d/1dZnPasqjJRQXAGavPlBXZYwkD6m1iIsr/view
HEE-069,Oslo,4,https://drive.google.com/file/d/1T-TmgtSDDzflA1nTmlmJ2QAn-CWBacxd/view
HEE-069,Oslo,5,https://drive.google.com/file/d/16blvsn-bxiWpx2GWVHRnA0zQILNHQnoW/view
HEE-069,Oslo,6,https://drive.google.com/file/d/1yNbIG8fD0Nqatr-rHlp-ThyahOXhuO1z/view
HEE-069,Oslo,7,https://drive.google.com/file/d/1xVnibMQJiLam9AKqQDQqS8JHdc_WPGD2/view
HEE-069,Oslo,8,https://drive.google.com/file/d/1qdU1q_itBCX52g_DPIlety6int8fwvbi/view
HEE-069,Oslo,9,https://drive.google.com/file/d/1Nc9GS3vf9kveUo8t_HDYj1GIisvWiCeK/view
HEE-069,Oslo,10,https://drive.google.com/file/d/1Lr0D4UklQrrpBBJt1BQjRaUUJjgPT4Nw/view
HEE-069,Oslo,11,https://drive.google.com/file/d/18k0tFdf1-KMb6rCuEjHfBtL3SShtU_vA/view
HEE-069,Oslo,12,https://drive.google.com/file/d/1ee1w96cTMtDtLS5D-VUfXC9SDTwyY7kz/view
HEE-070,Oxford,1,https://drive.google.com/file/d/1_WxMs_8V1K6_9MyPTUjNE2sWm_9MQnxS/view
HEE-070,Oxford,2,https://drive.google.com/file/d/1cBCl9jacXJxYPl4NNAzCB1NiBvj97X1m/view
HEE-070,Oxford,3,https://drive.google.com/file/d/176q1D-W8YoaIOEq8wA0NNAVGGHUTpnFw/view
HEE-070,Oxford,4,https://drive.google.com/file/d/1T7uvtQ0-7L9rd2jOlMrR_0zVmt54HPPP/view
HEE-070,Oxford,5,https://drive.google.com/file/d/1p0Y0te3-469wwKmM_Pejj8n8g8HDV8YO/view
HEE-070,Oxford,6,https://drive.google.com/file/d/1CMK0xtD9272pf8NfQ5dBIn1uQW9B7LeT/view
HEE-070,Oxford,7,https://drive.google.com/file/d/15dr6EbQXtcEmqG5G6ob9oGLLKCoNQl6q/view
HEE-070,Oxford,8,https://drive.google.com/file/d/17k3TPN2We8QvF1ssXnVSBfnXJYi6gSbK/view
HEE-070,Oxford,9,https://drive.google.com/file/d/1YqFdpRQGPnF_sneHKQgtcxEpAwAb34M5/view
HEE-070,Oxford,10,https://drive.google.com/file/d/1G43UB_NLC3tlC4Y0_uwuU1m6Fzjm-qdv/view
HEE-070,Oxford,11,https://drive.google.com/file/d/1KFBuGRZ_DhgsKQIfCRGUmVb5fLn4KD5s/view
HEE-070,Oxford,12,https://drive.google.com/file/d/1uDlNiobUhyjbI0vlpzsE7mb6c9FOLRun/view
HEE-072,Parigi,1,https://drive.google.com/file/d/1J_e3WQR0m509ixfuyyOp1k8v5VHLtn91/view
HEE-072,Parigi,2,https://drive.google.com/file/d/150T4tCbG2mT3SRSCi-jBDXXMWZP_LW2w/view
HEE-072,Parigi,3,https://drive.google.com/file/d/1y9vzCxeid2lw-DjqKIQQlKVg8kdf9dJr/view
HEE-072,Parigi,4,https://drive.google.com/file/d/10nSuewuOkkPcjwRSiU11TCxl57Yp6aw3/view
HEE-072,Parigi,5,https://drive.google.com/file/d/1GyGA4X4JpYNYRzM2LB14JQuVuTColDql/view
HEE-072,Parigi,6,https://drive.google.com/file/d/1nMu-mxdfUF7ks5REqYwqwNtSm91X6EjK/view
HEE-072,Parigi,7,https://drive.google.com/file/d/1rA1XA5Vfc9FPYcNfZb-W_hkKC4dFToj0/view
HEE-072,Parigi,8,https://drive.google.com/file/d/1cK8oWmlvsnfdya3wd-YjBCI2VpUabk-n/view
HEE-072,Parigi,9,https://drive.google.com/file/d/1VqD142yLLAJDbaKEfaP0vcRyMU6Hgbnd/view
HEE-072,Parigi,10,https://drive.google.com/file/d/15mUR36NgB1o_VUJLQ8F9Amo7YuPcRehh/view
HEE-072,Parigi,11,https://drive.google.com/file/d/1uONM4aq9cmfrfJiEBb3MEp8hYIkUPgzV/view
HEE-072,Parigi,12,https://drive.google.com/file/d/1HyL7SRc6hPsAwEn6-wiDiktCXQ7WNk4X/view
HEE-073,Pechino,1,https://drive.google.com/file/d/1SSU6McNFmTUE3cdrF7Qe85uIHQA_QaWm/view
HEE-073,Pechino,2,https://drive.google.com/file/d/1GzKpHKomKCw9mTfkaWm8m22G4OXu2AG4/view
HEE-073,Pechino,3,https://drive.google.com/file/d/1riHoNHHGp6lv22O_HEfif_QiRpP-JtvL/view
HEE-073,Pechino,4,https://drive.google.com/file/d/12zoQ7WjDwCNWx1CZ83zMVAiiNzMwHYVa/view
HEE-073,Pechino,5,https://drive.google.com/file/d/1coxted2EYlSdxQ8OOHI3qpVR82rnM_h9/view
HEE-073,Pechino,6,https://drive.google.com/file/d/1BHZjbwOefztPB-k4ebyCz3u944YTcJ-J/view
HEE-073,Pechino,7,https://drive.google.com/file/d/1LcPNltHryGYmNTqJl8JkfzjLHkIyAQL5/view
HEE-073,Pechino,8,https://drive.google.com/file/d/1lLzmfXHr2WRP0fkuNQmSP2QSu-2gi3uM/view
HEE-073,Pechino,9,https://drive.google.com/file/d/1aBFa7yA2br31mH-HKNY2kMVhg4qsWlJu/view
HEE-073,Pechino,10,https://drive.google.com/file/d/1gp7WLyq5y14qY0WzkXayMVQLKEmRsht2/view
HEE-073,Pechino,11,https://drive.google.com/file/d/19BfO6BGz3w_PtC19Dxv3RXG0n21CovYc/view
HEE-073,Pechino,12,https://drive.google.com/file/d/1eKzJBSUKWWONVc_fVJA8et3fODHmt5tN/view
HEE-073,Pechino,13,https://drive.google.com/file/d/185L3KnI0Dg4jEYEicFWSzKQeNht02YFC/view
HEE-073,Pechino,14,https://drive.google.com/file/d/1uYTzHvXPCwOFr0k_LJN18els4-TEDbE-/view
HEE-073,Pechino,15,https://drive.google.com/file/d/12TXlkTCCjdgjpofbkEQILc_qBGzz8-cp/view
HEE-073,Pechino,16,https://drive.google.com/file/d/1qcqzwu9hYSjnIqYfxqGSmzRUrQUJguvx/view
HEE-073,Pechino,17,https://drive.google.com/file/d/1Hwstpy_AEkrrYMVHI5trApCykPN9PsAZ/view
HEE-073,Pechino,18,https://drive.google.com/file/d/1o6iaSwsCImNxBiRF2SmH7vXvZIob9OCO/view
HEE-073,Pechino,19,https://drive.google.com/file/d/15bB_3VoccuVggxqVIbTFqtdK4DcKOi5c/view
HEE-073,Pechino,20,https://drive.google.com/file/d/1No0x-9J8mRTQKB7MLZ7VNPHZHDhtx2ma/view
HEE-073,Pechino,21,https://drive.google.com/file/d/1qH_b_6KBcyDpZ_iYuv1WZECAHyRBgVSJ/view
HEE-076,Rio,1,https://drive.google.com/file/d/1zPByMpczzuTiSivIMZKD2ZQBMfGgCX35/view
HEE-076,Rio,2,https://drive.google.com/file/d/1ZnXxo97mQqkQBo29dnh1atDt7kICoa0J/view
HEE-076,Rio,3,https://drive.google.com/file/d/1LdE9zzdMjX4i1CUcxrr3X61em_2N-hsa/view
HEE-076,Rio,4,https://drive.google.com/file/d/1e8QCqiVhVSVUjr-ihv8IVOB0eauGvbCw/view
HEE-076,Rio,5,https://drive.google.com/file/d/1T51hf169JdHjP5DIJV3LWxFTmgU95CVj/view
HEE-076,Rio,6,https://drive.google.com/file/d/1dRXuDn9nXaD-CQacnwXlSNt7BgvSNmFv/view
HEE-076,Rio,7,https://drive.google.com/file/d/1kgHibjThngCuNeOkvgqLI2_9VSxnI98W/view
HEE-076,Rio,8,https://drive.google.com/file/d/1PF94_Wj8MQjuK2cno0mfMYfOXzARwjut/view
HEE-076,Rio,9,https://drive.google.com/file/d/1xYAsMOxWKOreqkTAlxZ80to_hEzy1Bce/view
HEE-076,Rio,10,https://drive.google.com/file/d/11X9G2cLnNaQOSDD8Yvyl76HmdvguqkUO/view
HEE-076,Rio,11,https://drive.google.com/file/d/1CpE8nItyuwevhpMnyAdXAPScCrZ58PoZ/view
HEE-076,Rio,12,https://drive.google.com/file/d/1dq-0D1z8STuAKv0cdF_MsBMPEHuAaYyT/view
HEE-076,Rio,13,https://drive.google.com/file/d/1FbzLBIzafns4e4-ZqMcdJ2dvhZlbLPIF/view
HEE-076,Rio,14,https://drive.google.com/file/d/1hBVPvNi1HRMl4vhe-HN7EHEyDWBCtj-m/view
HEE-076,Rio,15,https://drive.google.com/file/d/1u-7lzFUu43YRiRK9nd98cDaYufDKiR8a/view
HEE-076,Rio,16,https://drive.google.com/file/d/17-6FWb8K4UdJhTFU8I3Dka4bkaTeYOs6/view
HEE-076,Rio,17,https://drive.google.com/file/d/1Ldi_5flJuNfLEKVyw4h0toyYKivCrYma/view
HEE-076,Rio,18,https://drive.google.com/file/d/16AS34OWZCZlbTVORwqAHXnWbDeGtoek8/view
HEE-078,Sal,1,https://drive.google.com/file/d/1BkRdWoDhbqIinjj2K7iBUB8KNy3i9lf1/view
HEE-078,Sal,2,https://drive.google.com/file/d/1f-TtiUMtH_SUC4GUxAZocNttMWY_-2cT/view
HEE-078,Sal,3,https://drive.google.com/file/d/16nsA7xhqbgIhchOpwtI1xW6ScqYLfWZ9/view
HEE-078,Sal,4,https://drive.google.com/file/d/1Ks6t9K7OPuG3-bYkmzrOHnf8CNiwUJ2s/view
HEE-078,Sal,5,https://drive.google.com/file/d/114pvhmfOtEH3AqIszPVecND9Uv0wlIsK/view
HEE-078,Sal,6,https://drive.google.com/file/d/1psfTHKf4u2qLD2j58vvOZ_xCIKgvG9yA/view
HEE-078,Sal,7,https://drive.google.com/file/d/1vdI7xX6tJt1wzqlWjC1XeuHFhb9EBlCp/view
HEE-078,Sal,8,https://drive.google.com/file/d/17z5TNXXFOy_lmiVKTpLv4qJh05ZWWvMT/view
HEE-078,Sal,9,https://drive.google.com/file/d/1ylDWbFHVpklsykZi74Sa0UIDHjC2uSfJ/view
HEE-078,Sal,10,https://drive.google.com/file/d/1LCGJMHKZ-gDzkPWnPEvpRM9wuxW_WOzl/view
HEE-078,Sal,11,https://drive.google.com/file/d/1OzTgdrBODTg-gl16GzNzzprJhGDC6jJ9/view
HEE-078,Sal,12,https://drive.google.com/file/d/17Smt7zX27Ep9BJdeigAiFch9UJAQ9fjX/view
HEE-079,San Diego,1,https://drive.google.com/file/d/1qFC0tHUkEBVLE_8trNfp7byh55f4pJlJ/view
HEE-079,San Diego,2,https://drive.google.com/file/d/1ApI3wuq2u7sw3iC75J0tCqbfSPKVvUEx/view
HEE-079,San Diego,3,https://drive.google.com/file/d/1RKNEiWtdzGyNnt-sqTotvuMsfJ7GgHTB/view
HEE-079,San Diego,4,https://drive.google.com/file/d/19COhI5lWZTU0wS32Qc2CSS8982cZLcG0/view
HEE-079,San Diego,5,https://drive.google.com/file/d/17gwTEgsI9vk7bH4WoWtlV475nf07qGmz/view
HEE-080,San Francisco,1,https://drive.google.com/file/d/1W7x5o04KhF7zp-mfMSaoDMeUqYL7ftD8/view
HEE-080,San Francisco,2,https://drive.google.com/file/d/1-qQfIfd-kvf6FOwFvwL38OqNyCkZ9ip1/view
HEE-080,San Francisco,3,https://drive.google.com/file/d/1yQm5wAtGs2ZjdfmliKDkXjd5JaEqrIrE/view
HEE-080,San Francisco,4,https://drive.google.com/file/d/1IQdxaOjqQXzU1Ql-aDWIhynBTlcjuap0/view
HEE-080,San Francisco,5,https://drive.google.com/file/d/1nSwE-LMNTvYZiHaEZuPH4iPVxX0bWI51/view
HEE-080,San Francisco,6,https://drive.google.com/file/d/1iBryEzjygAvpGD6vWaul_Ebbb6ZEERU7/view
HEE-080,San Francisco,7,https://drive.google.com/file/d/1_0Lf0bodIP5jkGaX23qD-qy0P9mBrwEH/view
HEE-080,San Francisco,8,https://drive.google.com/file/d/1nmmXoluBIADmzQY9HWuFLogKiIHNZjRA/view
HEE-080,San Francisco,9,https://drive.google.com/file/d/1RcGb_3rqGbnNXJCrITR1U-_7y1VkMrez/view
HEE-080,San Francisco,10,https://drive.google.com/file/d/1Kl9qvqzEwfoKwqlp5fUVslBU7srs5ngb/view
HEE-080,San Francisco,11,https://drive.google.com/file/d/1RYguzcJYo1eV8y8mipE16Kz4ZfLjBJeK/view
HEE-080,San Francisco,12,https://drive.google.com/file/d/18SzXP-6xYwLQwXRyZthWLmemHenPLZhf/view
HEE-082,Singapore,1,https://drive.google.com/file/d/1OMUtx4dfT18n9fnqk1OJd2hB7N7Gr5Ff/view
HEE-082,Singapore,2,https://drive.google.com/file/d/1WVxIJKEXXzyQo6FQOcZCTd7HFlG0cOgt/view
HEE-082,Singapore,3,https://drive.google.com/file/d/18Sp_9yNALcGL8t41fkwQVeeiTDYMH_dS/view
HEE-082,Singapore,4,https://drive.google.com/file/d/1qgeceg727TTxTqLr4T_w6TpUtrdN7uzv/view
HEE-082,Singapore,5,https://drive.google.com/file/d/1RgHBrC7BTAgVeGVyZ-XIBvXJydvHH_9E/view
HEE-082,Singapore,6,https://drive.google.com/file/d/1LaC5MNc4pYY7Qb7nsSuNWBFvOWZAKU8S/view
HEE-082,Singapore,7,https://drive.google.com/file/d/1zGgefJEKJG5EaAwJNnCd93qoVb3v67WV/view
HEE-082,Singapore,8,https://drive.google.com/file/d/1-lAVB9JvsefZE7dVNIeLnfXhEzOYReDa/view
HEE-082,Singapore,9,https://drive.google.com/file/d/1GnOZ3gQNz-siBDfQO_3-S92Z75IQ_H45/view
HEE-082,Singapore,10,https://drive.google.com/file/d/1Ds4Wo8TqNlZwDAKL9fyGqG-Tubm7hDdl/view
HEE-082,Singapore,11,https://drive.google.com/file/d/1scmm8EeiJe3hMqUaYRmO_Zwrv3eFKdLs/view
HEE-082,Singapore,12,https://drive.google.com/file/d/1BGaig9REkWaK8i1GVc2n5wH7yNu-jBs6/view
HEE-083,Siviglia,1,https://drive.google.com/file/d/14n0m-SqW85TkloNRN1pK4v2qF4Q7ZWxJ/view
HEE-083,Siviglia,2,https://drive.google.com/file/d/1Sm1OSA80eqG9_odULwK7nxH655ASFrcx/view
HEE-083,Siviglia,3,https://drive.google.com/file/d/1BVbI5HOh4HdKYCbSUUz6r7D1MURvneLS/view
HEE-083,Siviglia,4,https://drive.google.com/file/d/1rjc1i0CxICSYLaAIFeUjM3vcGlShGt64/view
HEE-083,Siviglia,5,https://drive.google.com/file/d/1ok1y-P1ynTkgdZUx2QNNeNRCZ5kfDrRw/view
HEE-083,Siviglia,6,https://drive.google.com/file/d/147pbU_Y459gKRFiZVZnaFwI7wjhWKVUe/view
HEE-083,Siviglia,7,https://drive.google.com/file/d/1t0bqiU8lDXgnYadsDzsjY34lKNFtpKNy/view
HEE-083,Siviglia,8,https://drive.google.com/file/d/1EVmW1JFtSy2vljWdExX0c57gsriO-RgI/view
HEE-083,Siviglia,9,https://drive.google.com/file/d/1B3dJvJyQFJKLnJl--sOJMEMFMWLwi0t7/view
HEE-083,Siviglia,10,https://drive.google.com/file/d/1Nidoh-lfNR5yxnb6_NZrzs_ypu9nLjjQ/view
HEE-083,Siviglia,11,https://drive.google.com/file/d/1s2SQWT6noSpLtx9vokYA54wCKVBKxaK-/view
HEE-083,Siviglia,12,https://drive.google.com/file/d/1Kp_OgEkVWQ1lysrzJ52X7XEGqjBcFQx_/view
HEE-085,Taormina,1,https://drive.google.com/file/d/1KdInHNfizwLRX22HcEaKrDYGYU8QFS77/view
HEE-085,Taormina,2,https://drive.google.com/file/d/1fsVglRH-j82GyLxSgI8HOy_EkLLRtZeg/view
HEE-085,Taormina,3,https://drive.google.com/file/d/1Ng8ts3gHwHLnNRwY40Lo6CG0E8-hr2Kd/view
HEE-085,Taormina,4,https://drive.google.com/file/d/1Pi4VL5dFHSqahNe_v8gJ9ky9Nsda4CpY/view
HEE-085,Taormina,5,https://drive.google.com/file/d/1ZX_H5gBSFMIT8tIpyO1X_B8u1c4f64Lr/view
HEE-085,Taormina,6,https://drive.google.com/file/d/1EeiM_Ql6RSH4nf5lfn6jMUudMQZH5FGC/view
HEE-085,Taormina,7,https://drive.google.com/file/d/105M44bd6Uw3UrIhjHecRn0wRynUuGVoj/view
HEE-085,Taormina,8,https://drive.google.com/file/d/1VQDW9z-RvjC_4lfGwwFWna8_XKnTGWzq/view
HEE-085,Taormina,9,https://drive.google.com/file/d/1txfEbNoPeORekfMj7bwTla4MKL4WHTuE/view
HEE-085,Taormina,10,https://drive.google.com/file/d/1Np5O6RIQOWKwMp9Jmnuz8vIZ4VPeV0Wb/view
HEE-085,Taormina,11,https://drive.google.com/file/d/16ua9PO6iBT9ZjDEavVszwSiZsX_ZFUR3/view
HEE-085,Taormina,12,https://drive.google.com/file/d/1ynMrmzpsY-kyVp7B0K7OHhC-KLNf9Pps/view
HEE-085,Taormina,13,https://drive.google.com/file/d/1IOjl3TOymZiBX_1gtmuZhJ_K2B5Kdwkl/view
HEE-085,Taormina,14,https://drive.google.com/file/d/1ZoowuLV4kT_yr4nVUfIa6SwWRvM1Um_r/view
HEE-086,Tenerife,1,https://drive.google.com/file/d/1ZQOXDRQ9G_I9Tmm1WigUa2ElAne6VsSL/view
HEE-086,Tenerife,2,https://drive.google.com/file/d/1s8V61Yd8XgGYou8GngpEOyeyb9qUSHAH/view
HEE-087,Tokyo,1,https://drive.google.com/file/d/1VM44cSJc8Uvtve3nm8hPDDhzA2spmbRu/view
HEE-087,Tokyo,2,https://drive.google.com/file/d/1DZwJk819ZiIV82q5X-yQOvffye57joHP/view
HEE-087,Tokyo,3,https://drive.google.com/file/d/1R45BhGKTKhZ5Mwj8z3t4v5aZ5NF_wyjo/view
HEE-087,Tokyo,4,https://drive.google.com/file/d/1ECrXLEJN_T7E96n58muSlfcS6CeBFjWr/view
HEE-087,Tokyo,5,https://drive.google.com/file/d/1QGa2NqVYKID6gksBIjQiwTe4jo709E7t/view
HEE-087,Tokyo,6,https://drive.google.com/file/d/1wgda6peIhgdkMkGkkIDW8mRqitZxUZto/view
HEE-087,Tokyo,7,https://drive.google.com/file/d/1Zz3-6PbPHZkM3MRdRjuLLwTBSvvJuzyc/view
HEE-087,Tokyo,8,https://drive.google.com/file/d/1lKIhs8ssfRNrCtgsWWZE5N0V66x6Im4A/view
HEE-087,Tokyo,9,https://drive.google.com/file/d/1hbv3lpWrJyBkdHvhWbxE8D_AP1llYdva/view
HEE-087,Tokyo,10,https://drive.google.com/file/d/1e9rDXPP8jpeJ0skj5kBN4SIydWCAD61L/view
HEE-088,Toronto,1,https://drive.google.com/file/d/1QOu5F7Q5MWMkwf7B6QOclvtPtufPEswF/view
HEE-088,Toronto,2,https://drive.google.com/file/d/1Q835e2gLe0wxg5UoZzjVqr6LddT4HcQm/view
HEE-088,Toronto,3,https://drive.google.com/file/d/1zjCTdqCdw6_zpOPonWWUsaSvrigRaOdP/view
HEE-088,Toronto,4,https://drive.google.com/file/d/1FmltjtGSIO2y1XcSjN8afAiFm5IwIY-t/view
HEE-088,Toronto,5,https://drive.google.com/file/d/1AaLzGGdVnwOpgUtceowL53JTfrIFlzSC/view
HEE-088,Toronto,6,https://drive.google.com/file/d/1RDbkxdoJbGD0waFhI_UGTpjnuC_I8w5z/view
HEE-088,Toronto,7,https://drive.google.com/file/d/1lPgpYGgDFgZrznQBEABSC6gFSb_8ku5t/view
HEE-088,Toronto,8,https://drive.google.com/file/d/1kX0jHMXBCfshRPCbcQ9_QaC9J3cFrHci/view
HEE-088,Toronto,9,https://drive.google.com/file/d/1FwOjFceoRRRgpt11RxKMlcIG_6Fzbt4C/view
HEE-088,Toronto,10,https://drive.google.com/file/d/1GTQep5E2cyMM3tZFSBEUoCqujmCEWfXL/view
HEE-088,Toronto,11,https://drive.google.com/file/d/10I3CuicX1ELZfNKVQpvCPvyLeA1SsZKV/view
HEE-088,Toronto,12,https://drive.google.com/file/d/1de7Nc0NfanJGh87RP6JoGd9QwWEL8t1j/view
HEE-089,Venezia,1,https://drive.google.com/file/d/1H1Yyr07agM6DsJoBVH9EczXonZ19uD8Z/view
HEE-089,Venezia,2,https://drive.google.com/file/d/1fP6kZf8Z5KMjq3SZQ4oh5p-c_BkC0RRJ/view
